OPC-N3 Iss1.1 FirmwareVer=1.17a_02c.......................BS
 OPC-N3 177091518                                           
Config info:
LaserDAC,53
FanDAC,255
ToFtoSFRfactor,62
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
49,10,1,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,46,34,0,0.680,4.240,24.805,47.291,2.510,8.744,114.454,7,0,44,5,0,584
49,5,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0,38,0.680,4.260,24.834,47.222,2.376,10.478,22.921,3,0,51,8,0,584
39,6,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.290,24.818,47.149,1.707,5.531,8.574,9,0,44,7,0,584
41,7,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,33,0,0.680,4.320,24.805,47.124,2.166,8.773,12.576,11,0,47,5,0,584
40,7,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,35,0,0.680,4.310,24.792,47.147,2.772,10.274,11.724,7,0,38,6,0,585
39,10,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,35,0,0.680,4.180,24.805,47.172,2.390,8.017,11.811,8,0,43,3,0,584
40,6,3,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,35,47,0.680,4.270,24.834,47.176,2.307,12.953,47.358,5,0,44,3,0,584
34,7,7,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,42,0,0.680,4.420,24.818,47.245,3.081,11.409,13.361,5,0,38,6,0,584
49,2,5,1,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,38,0,0.680,4.380,24.834,47.295,2.854,19.375,52.647,11,0,43,9,0,584
40,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,0,0,0.680,4.260,24.818,47.340,1.347,1.954,1.979,7,0,37,5,0,584
38,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,44,0,0.680,4.160,24.834,47.271,1.441,3.380,4.065,10,0,46,8,0,584
55,5,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,33,0,0.680,3.980,24.848,47.262,2.662,12.722,20.486,10,0,64,9,0,584
50,4,5,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,34,0,0.680,3.920,24.848,47.239,2.898,13.131,18.723,12,0,54,11,0,584
51,8,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,32,0,0.680,3.990,24.834,47.129,2.468,7.997,11.889,11,0,51,7,0,584
59,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,36,0,0.680,4.010,24.848,47.083,2.525,9.283,11.600,9,0,46,7,0,584
50,3,5,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,35,0,0.680,3.990,24.834,47.010,2.849,14.290,24.418,13,0,48,6,0,584
55,10,3,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,37,40,0.680,4.100,24.834,46.879,2.792,11.057,22.258,11,0,45,10,0,584
47,11,8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0.680,4.130,24.834,46.760,3.237,9.246,12.628,9,0,49,7,0,584
40,7,5,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,48,43,0.680,4.230,24.848,46.680,2.516,15.870,34.720,10,0,36,8,0,584
41,6,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,48,0,0.680,4.200,24.861,46.668,2.435,6.904,7.900,6,0,45,7,0,584
43,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,35,0,0.680,4.210,24.834,46.726,1.999,4.962,5.753,11,0,46,11,0,584
47,5,2,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,39,46,0.680,4.170,24.861,46.682,2.321,12.354,24.126,10,0,44,7,0,584
52,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,39,0,0.680,4.180,24.861,46.754,1.749,5.749,9.338,7,0,45,9,0,584
45,7,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,39,0,0.680,4.190,24.848,46.845,2.188,6.930,8.469,7,0,40,6,0,585
36,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,46,0,0.680,4.110,24.861,46.896,1.607,8.938,15.672,3,0,26,3,0,584
45,4,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,36,0,0.680,4.090,24.861,46.918,2.666,10.176,12.088,4,0,45,5,0,584
41,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0.680,4.140,24.861,46.918,2.137,5.238,5.584,6,0,45,5,0,585
57,5,3,4,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,41,43,0.680,4.220,24.874,46.920,3.203,12.289,96.633,10,0,66,6,0,584
55,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,36,0,0.680,4.240,24.874,46.920,2.089,8.017,12.238,10,0,47,3,0,584
45,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,46,0,0.680,4.300,24.861,46.906,2.249,6.555,7.527,5,0,57,4,0,584
57,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,0,0,0.680,4.300,24.848,46.918,1.802,5.117,8.066,9,0,62,4,0,584
53,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,33,0,0.680,4.320,24.861,46.943,2.597,8.279,9.443,9,0,55,9,0,585
43,7,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0.680,4.500,24.861,46.929,2.254,6.929,9.937,6,0,38,11,0,584
52,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,37,0,0.680,4.530,24.874,46.920,2.468,7.399,8.846,5,0,33,9,0,584
51,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,43,41,0.680,4.440,24.874,46.992,1.819,8.728,20.998,11,0,36,6,0,584
46,3,7,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,38,0,0.680,4.430,24.874,46.992,2.567,10.281,14.599,9,0,54,2,0,584
46,4,4,2,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,36,0,0.680,4.540,24.891,46.946,2.419,14.569,85.601,12,0,53,7,0,584
59,7,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,35,0,0.680,4.350,24.861,46.929,2.283,6.501,9.962,7,0,44,6,0,584
47,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,33,0,0.680,4.390,24.891,46.934,2.063,9.589,13.945,7,0,41,7,0,584
58,5,7,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,36,0,0.680,4.360,24.891,46.957,3.534,15.853,22.103,20,0,50,9,0,584
59,3,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0.680,4.380,24.874,47.076,2.355,5.203,49.372,12,0,52,11,0,584
39,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,0,0.680,4.280,24.904,47.161,1.569,5.598,8.660,5,0,49,8,0,584
52,2,5,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,38,0,0.680,4.250,24.874,47.195,2.397,12.304,19.663,10,0,53,4,0,584
44,4,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,35,0,0.680,4.290,24.891,47.340,2.675,8.194,9.734,11,0,49,6,0,584
45,6,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0,0.680,4.290,24.891,47.396,2.036,7.443,9.499,8,0,44,7,0,584
55,5,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,0,0,0.670,4.220,24.874,47.445,2.579,7.634,10.890,13,0,43,8,0,584
57,5,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,39,0,0.680,4.270,24.904,47.543,2.264,8.307,12.118,17,0,59,7,0,585
48,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,37,0,0.680,4.320,24.904,47.578,2.115,11.115,18.256,5,0,43,8,0,584
44,4,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,35,44,0.680,4.190,24.904,47.648,2.126,10.271,23.376,9,0,48,7,0,584
40,3,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,41,0,0.680,4.210,24.904,47.614,2.523,12.743,17.599,9,0,36,5,0,584
40,6,3,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,45,0,0.680,4.220,24.904,47.625,2.766,10.569,14.961,6,0,54,7,0,584
52,5,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,33,42,0.680,4.110,24.917,47.568,2.385,8.598,19.001,7,0,50,7,0,584
55,6,4,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,34,0,0.680,4.180,24.917,47.474,3.287,11.478,13.452,6,0,54,12,0,584
50,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.680,4.100,24.904,47.327,1.661,2.589,2.694,9,0,40,8,0,584
35,7,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,39,0,0.680,4.120,24.917,47.199,2.388,8.898,10.682,12,0,52,6,0,584
41,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0.680,4.170,24.931,47.140,1.835,3.659,3.876,7,0,56,7,0,584
52,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,33,0,0.680,4.180,24.904,47.044,2.284,9.191,11.438,13,0,42,10,0,584
52,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,35,0,0.680,4.260,24.931,47.070,2.094,6.020,7.370,18,0,45,8,0,584
52,10,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,41,0,0.680,4.220,24.917,46.973,2.241,5.959,7.309,10,0,41,5,0,584
58,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,35,0,0.680,4.290,24.931,46.891,2.840,13.053,18.273,9,0,46,4,0,585
53,7,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0,38,0.680,4.290,24.917,46.961,2.419,8.852,18.463,12,0,48,5,0,584
59,4,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,35,0,0.680,4.250,24.931,46.938,2.411,10.192,14.691,10,0,50,8,0,584
49,5,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,36,0,0.680,4.230,24.947,46.870,2.318,6.829,8.277,9,0,46,6,0,585
50,5,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,48,0,0.680,4.210,24.947,46.845,2.868,9.846,11.681,5,0,49,9,0,584
44,7,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,0,0,0.680,3.990,24.931,46.786,2.364,9.911,16.360,7,0,45,6,0,585
53,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,3.980,24.947,46.728,1.773,2.730,2.838,5,0,39,5,0,584
51,5,9,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,44,0,0.680,4.080,24.931,46.630,3.128,9.598,13.512,10,0,54,6,0,584
40,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,49,39,0,0.680,4.030,24.960,46.538,1.451,4.091,4.903,7,0,46,2,0,585
30,8,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,40,0,0.680,4.050,24.947,46.419,2.378,9.004,10.818,7,0,47,6,0,584
40,6,4,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,37,44,0.680,3.980,24.973,46.328,3.304,15.183,27.162,9,0,31,12,0,584
46,7,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,43,0,0.680,3.870,24.960,46.255,2.158,7.326,11.312,6,0,35,5,0,584
51,2,2,4,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,30,35,0,0.680,3.850,24.973,46.183,2.920,14.295,178.358,11,0,44,4,0,584
58,5,2,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,34,0,0.680,3.830,24.960,46.181,3.526,12.640,14.807,7,0,37,11,0,585
34,6,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,47,0,0.680,3.780,24.947,46.192,2.951,7.093,8.004,9,0,44,2,0,585
48,9,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,40,46,0.680,3.770,24.947,46.215,2.693,13.902,29.306,16,0,53,9,0,584
52,8,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,34,0,0.680,3.880,24.973,46.302,2.392,8.281,61.800,9,0,40,5,0,584
45,5,6,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,36,35,0.680,3.950,24.973,46.279,3.159,18.611,37.137,11,0,33,10,0,585
38,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,3.880,24.960,46.384,1.419,4.795,8.050,6,0,52,6,0,584
52,7,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,40,34,0,0.680,3.950,24.987,46.458,2.048,5.524,6.460,9,0,38,6,0,584
42,6,1,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0,0.680,3.970,24.960,46.516,1.854,13.238,71.877,10,0,42,10,0,584
44,6,1,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,37,0,0.680,4.090,24.960,46.572,2.864,16.235,22.588,5,0,36,6,0,584
38,6,5,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,40,43,0,0.680,4.130,24.973,46.625,2.291,12.234,42.904,6,0,34,6,0,584
41,2,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,35,0,0.680,4.110,24.973,46.636,1.603,8.216,33.777,9,0,44,6,0,584
43,7,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0.680,4.070,24.973,46.589,2.591,8.206,11.556,4,0,50,6,0,585
35,3,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,39,0,0.680,4.020,24.973,46.600,2.184,9.624,13.791,8,0,34,5,0,584
61,6,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,43,0,0.680,4.020,25.003,46.593,3.214,9.093,10.264,6,0,47,8,0,584
47,7,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,40,0,0.680,4.010,25.019,46.604,2.213,10.829,15.688,8,0,71,6,0,584
46,5,3,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,35,3,0.680,4.090,24.987,46.520,2.284,14.929,32.111,15,0,49,4,0,584
34,4,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,32,0,0.680,4.120,24.973,46.493,2.277,7.963,9.170,6,0,51,4,0,584
44,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,4.010,24.973,46.456,1.827,2.796,2.904,4,0,38,10,0,585
31,5,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,0,0,0.680,4.030,25.003,46.389,1.864,7.130,10.499,9,0,44,7,0,585
51,4,4,1,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,36,0,0.680,4.090,25.003,46.412,2.839,16.018,92.657,4,0,39,4,0,584
32,3,4,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,39,0,0.680,4.080,25.003,46.366,2.701,11.384,15.620,11,0,38,5,0,584
41,10,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.140,25.019,46.357,2.010,9.588,15.892,7,0,35,6,0,585
40,7,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,33,0,0.680,4.240,24.973,46.375,2.391,12.712,20.111,7,0,50,6,0,584
47,9,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,34,0,0.680,4.250,25.032,46.346,3.076,9.985,11.738,6,0,40,13,0,584
41,3,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,35,0,0.680,4.220,25.003,46.329,1.792,6.496,10.087,7,0,35,10,0,584
56,6,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,35,0,0.680,4.250,25.019,46.310,2.522,8.122,9.750,10,0,42,9,0,584
53,2,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,67,0,0.680,4.240,25.032,46.320,1.906,8.851,15.368,4,0,45,8,0,584
59,3,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,34,0,0.680,4.310,25.003,46.329,2.833,9.981,12.237,5,0,56,6,0,584
49,4,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,42,0,0.680,4.250,25.032,46.369,2.272,9.819,14.242,6,0,46,5,0,584
41,2,6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,33,0,0.680,4.210,25.019,46.380,2.134,8.754,13.096,7,0,48,7,0,584
53,5,4,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,4.070,24.987,46.387,2.232,12.762,46.181,12,0,41,5,0,585
54,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,39,0,0.680,4.080,25.019,46.429,2.140,5.780,6.699,8,0,43,6,0,584
50,8,3,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,34,51,0.680,4.100,25.003,46.412,2.609,11.690,46.749,8,0,54,7,0,585
50,4,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,34,0,0.670,4.150,25.019,46.415,2.582,8.813,12.716,7,0,52,9,0,584
42,7,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,51,0.680,4.080,25.003,46.426,1.914,6.283,16.064,9,0,42,10,0,584
56,6,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,35,0,0.680,4.120,25.032,46.416,2.287,6.594,8.068,15,0,47,7,0,585
44,7,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,32,0,0.680,4.100,25.032,46.462,2.446,6.291,7.207,8,0,38,11,0,584
47,4,2,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,37,0,0.680,4.050,25.019,46.534,2.422,16.749,49.600,8,0,45,5,0,585
50,3,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,38,0,0.680,4.100,25.019,46.593,2.305,9.162,34.786,4,0,27,6,0,584
62,8,3,1,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,29,0,0.680,4.080,25.019,46.604,3.047,15.483,68.588,5,0,47,7,0,585
54,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,4.170,25.019,46.522,1.627,8.666,17.444,9,1,50,4,0,585
43,3,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,44,34,0,0.680,4.210,25.019,46.522,1.600,6.657,115.064,15,0,47,9,0,584
39,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,44,0,0.680,4.200,25.032,46.488,1.937,9.448,11.849,6,0,36,8,0,585
34,9,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,41,0,0.680,4.030,25.045,46.430,2.431,8.760,10.974,6,0,33,5,0,585
51,3,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,36,0,0.680,3.960,25.045,46.430,2.395,7.607,9.179,8,0,50,7,0,585
41,6,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,53,0,0.680,3.890,25.032,46.383,2.033,6.159,7.206,8,0,34,6,0,584
46,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,42,0,0.680,3.820,25.061,46.361,2.384,6.439,7.422,6,0,46,5,0,585
31,4,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,39,0,0.680,3.820,25.032,46.357,2.063,12.321,18.058,5,0,49,6,0,585
41,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,33,0,0.680,3.750,25.045,46.394,1.908,6.464,8.081,3,0,39,5,0,584
56,2,3,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,36,43,0.680,3.810,25.061,46.410,3.010,14.468,29.654,10,0,31,10,0,584
44,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,51,50,0,0.680,3.810,25.032,46.392,2.313,7.956,12.020,10,0,50,4,0,585
48,3,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,55,0.680,3.720,25.032,46.462,2.398,10.063,21.233,8,0,39,5,0,584
35,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,0,0.680,3.710,25.045,46.465,2.372,10.485,13.104,8,0,50,9,0,585
35,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0.680,3.790,25.061,46.552,1.757,3.300,3.441,3,0,26,4,0,585
38,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,40,0,0.680,3.830,25.075,46.493,2.019,6.492,7.569,7,0,30,1,0,585
49,2,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,33,0,0.680,3.800,25.032,46.383,2.687,8.846,10.156,8,0,32,4,0,584
37,6,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,36,0,0.680,3.790,25.045,46.383,2.794,12.526,15.327,7,0,45,12,0,585
49,3,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,33,0,0.680,3.760,25.075,46.316,3.153,10.191,12.061,8,0,39,4,0,585
44,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,0,0,0.680,3.720,25.045,46.360,1.870,5.754,9.164,6,0,49,7,0,585
35,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0,0.680,3.720,25.045,46.394,2.963,9.479,10.308,5,0,35,10,0,584
49,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,0,0.680,3.950,25.075,46.458,1.834,5.217,6.634,10,0,52,6,0,585
33,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,0,0,0.680,3.970,25.088,46.554,2.125,5.886,6.341,8,0,42,7,0,585
42,4,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,29,0,0.680,3.970,25.045,46.561,1.868,7.004,32.750,6,0,40,4,0,584
30,2,3,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,38,0,0.680,3.950,25.061,46.563,2.223,11.035,15.478,5,0,39,17,0,585
42,7,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,39,0,0.680,3.850,25.075,46.600,2.312,8.036,12.070,8,0,34,6,0,584
